filename,before_hash,ctxr_hash,mipmaps,origin_folder,opacity_stripped,upscaled,upscaler_version,upscaler_type,ctxr3_converted,non_upscaled_version
000062b9,6aa98e913c468a18b38d2c3033083c406b1d3446,393d41dbe491409dcc3486b3d5d2dab8e6e7b8c2,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
00006739,f3017c056a76abc206d7f0910290f3a22b317a83,db474b721a291f5d81d5d1f6274f6f7f86b7c5d3,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
0016cb7f,657cf74db32bc8d04b9bce5339b5f24b26b1b115,f1c3d79e2d704468200f71cdc057d9f8cbd961be,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
00180189,9e2ccfd08d14c92ceac38ab13d8cd337b5e8eb47,40336077aa4f799d6cfd0de070bf799cca44989d,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
002e7dff,08887c8672641826455e6d4661ec4f2fd84cbe75,7e75ba01555146a2b7da7a976ae2de579b2a7075,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
003f0404,1ba068a86c8e099a9f3bd11b5eb5467288a31f18,b4cb4a89c3568f1517f44652007f0c69deef33a5,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
004b2a01,5bd4b39ef0138d2a7157c65a3d2d2cebefe49b35,afe778983366f8888ae6d37fe5afac13fc53cf2f,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
0050bfc5,babc6d4d0546227970058d8996a047c694a73916,8ab7afd22ea62a16aa54d3ed89edb7d52f4885b8,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
0055b270,93f3fc854cc730b008b2337474f4d30aa44f5701,5dbe7fc4263fd4357524468e4e2f4561262e2b35,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
006262b9,b773fe70ff9fd668b33e1f8a42a239cad8f161c2,af506d4788f9b273b0e019f13c78a53afdadb293,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
00626739,9a03ce8f79219cdd5cc8585af9e88b72a4f629f4,b4ee496b31a8dafe9e614202dc4bb4d759b1d113,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
0065a618,35d9b9b0dc3e2415d3996f8e92c04fc149f87232,d5c992e6f18333df906b87f8f4a1e53c335ef162,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
006c9021,b0ac3ba613f8df17f9e3ca68b8cf0b51a4c5913c,5d7da860745944867bf159fa5706366d53f4beac,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
007a0189,2fe3ad3de06e3b45a23cd2b848227b8cdac97b3c,63c4ec40bbc92ab54606268aa49115fa24554f20,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
0086a618,ea02b9c834370c5cc0d9f00f169c67dd8515d1c8,84d8082c684b3f53f432f9a6f9496fe45a8f0359,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
009720e7,f44141e74e91cac8b9397e292a5558b37bae9fdf,5f06c490035e63d0c064f25e58027d7cb06ac2c5,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
009fbc16,47c64b0e52905dba15927a513eb3faf8bbb98e93,6388e9f9dff0379b7c963398a22114a36e04ff65,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
00b7b270,3a3268c8a32bf393dbe9d7193ceeee295a8c2972,189a67dbe26f829c7ae93237c740030b044bfb8a,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
00b8cb7a,5fe1e8d238290d1a82d6f9b8dc6a9fb8f53dea43,46b73233f11e3cd5805fbde4543d6d464d00fb26,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
00e103ff,5c2318cca7ea5d04d33a822ad3f9586a876e4f6d,1ae7bd1dfff52a88e0be59003b4bb197491b9794,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
00ed29fc,0c481701c734d6d4db901d92899433acff44addf,fc34751b616dda0fa785821ae9df3dd7d73dd366,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
00edb9fc,d78a4a429daf0e54853efb9a436906cbe64b12db,8ec36dc57da1bc449e00d5b1c68cd6742f52d445,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
00eebfc4,09acb5d88466ecbdc0501d6cdd37d70a5167ac57,1a1abbe385e21fa8c3f4566b8ce344a358050409,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
00f520eb,b77033e0fd94ff3d134f49a53084aea43350a472,a464441c5956252831cf6c35ebe75f5c0f8f2f74,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
00fa15d7,6b6f1e4d21d8e87c5b1320d111b7157da4085f05,81e64b7877ee8a9e2396e2b434d6a1fc3f3886bc,true,ps2 textures\tri with alpha\bp_remade,false,false,0,none,false,1
0wall1_2.bmp,85f840489e1336f8b40527c669f006213da9fe95,5b0244233dd70ff491d3bfee35115531403b7cfe,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
0wall1_60s.bmp,f51a3065373cb211d3ff2e3f318556e9ccc100e5,e013fa8d4be9ec278e4254fc6c7c94d763ab6cb3,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
0wall1mi.bmp,914e4ef33751ead64264f6df8d39f4b555adeadb,be6f693f782132514abb23ab69237c55a4d30ca8,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
0wall1mi2.bmp,4735b5951bf30c90f87255802aff423fa9f082d0,79ce484b7a54d499bc1e1a5fe3fa27bc91ee3137,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
0wall1sita.bmp,6f573aebcc65b9e2a81d18ba6fffc286f1d756a2,4e63fdcdd91f1d1ee142d3ac82f13ea16bc17f34,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
1wallu2.bmp,7a9fc51357474152bf4346850291559795234058,46f7e446d4fe154bd846fbccd24ac6c301538074,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
1wallu3.bmp,5256da053a9d4a0a1c483228316d08b351a0028f,1e5c77779a324ca693aec6c26ff73eab89f1ef99,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
1wallu4.bmp,59c77d27654cc68d052d9f1173b729711b598515,f5685c51a36849e5997f074cce2e1f4af359dbe7,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
1wallup.bmp,43a7c0cb2ab2787db22a228f9903241f49a5542f,61358d41a6fe296ff293d4c4c5e0f897d1d70450,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
a24d2_pane03_alp.bmp,03fc86cd60c58fa947b124e8b45a2cbe23578c6b,6afb80b0b387b2160f1df8125ae4deb9b58b237c,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
a24d2_pane04_alp.bmp,7330af0cc064bdeaa497cec7a74fc815677a8693,896d184a37b293df741b9ffcf4b5c7bd3eaa9439,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
ag_rouka_ent.bmp,a14a8d0c1972e4052ca2ab24175a3eaccd08bbbc,8e5a8986be6abf7e1c570d64a78f99270bdb41bd,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
ag_rouka_floor_01.bmp,da447af72f1c1ebf9d5d6dbd7e85b762a3a0fb27,70504cbcd3bc64ccbb57764d27b9e37596001967,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
ag_rouka_floor_02.bmp,be5f786e7a0e7c41555d121d3b8bb2fb285342cd,a7238822d206f66e073dd369a43834decb216543,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
ag_rouka_wall_01.bmp,c7ce9a0cbdf48a8c1e955bedb1fad8dd6e7e86ae,53f3fccc571b4b979648d68cb58db6d326c6181d,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
ag_rouka_wall_02.bmp,98c5420397718b9d90f807070aa4dc15df92fda1,c744e83c0224eb947fe4fdb0f75e45b401fff857,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
ag_rouka_wall_03.bmp,570c3723870690df35bf95cbbc58cb3ee2066547,d7babd89942783f5cba12dbaff5a89557a61371c,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
aks_demo_amo.bmp,757ca83228d2ee3fa66102200d7b454ccfc9698b,64a4f905fdb0d53a9f3368b07b5337e34124ee61,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
aks_jyuukou.bmp,90e7115068a37dad059edb02d8d854525e4a8977,ddbb5534fcdeb74bf318a2f0db18aabb619ec407,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
aks_sb_s.bmp,13f8818cac245e83e8a1fd795e050a108bcd4607,8645d55fc181e5c11673d5bda650124c77aa4797,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
aks_sb_s.bmp_73f39fdb33d46a0ad4126ed3d411da41,e826c27c2cc646584cb19438284b606bd5666e26,d6c2d8e124e01d91fc7dde92d21ed1ecdd2cbb75,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
aks_selecter.bmp,fb1a9c732cd358bd7a9b741a117e169f1aaf468d,2ecf20c7c448937aaac57eeb3a673f530b235be0,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
amg_main1.bmp,5d4e75b8c838a1d454a9ff8ee0fb47ddcfc940a6,1fabc5af1c22f745eca6a5acf54867482d395c14,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
amg_mizo1_bright.bmp,835f460d9d37431c9ddbf022b9584c2377a00887,c230ed6b4f7161db5f9734565f03e6649b2d8001,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
bood.bmp,0566419f5742a345aa45239cdf11faf187ab90f9,26ab90cb80fa9c886059039afa57af03a2bcc8ae,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
bood2.bmp,bc8dc83f04a08cc9474651a32c4a8966ac2ac864,cb3755d62c2d3839c61447b760f871794970b1a0,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_10.bmp,f84211569714173bedcd32110ccb1ddee717c92b,9d893e12d6c57433fb8389a01346d662ddfcad56,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_11.bmp,b00c8695b3fc5346690290f0507fc9d80a15cd2f,9711d5a589466a7d1935bf31c688389d6388e330,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_16.bmp,f88a145ba1ed638c5e67ce5d5edd117232952477,a6fe53404efe53575ea056290775581e3a09e7e7,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_s_02_side02.bmp,4ed5b53cf28becf7825bcf8ad1b632659fbeb209,fcd0149b263dbb889bc3a50a35f87a33a93212a1,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_s_02_top.bmp,9e453c6691f5b5f05efa7d60979002849a91b427,92c8a2332a1b6cc602c3b3921c3ee4a713d387aa,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_s_05_side.bmp,8700bcee1cb478e65cca8be5318cecf6e45c4832,6f40ff4803f0965387f372f47e94059aeb180f71,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_s_05_top.bmp,33fb30c761a48004f5de24bdde952be629e43d31,9902215ffc64c627fd8355cf359a7a00a62ca0e9,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_s_07_back.bmp,cb1a4c65639963fdb58e6dcb89bf382ac4e0c70e,12625f3a9a7aeda00b734fb6bb7f83ab8c172ba2,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_s_07_side.bmp,5ba189833e1cdb0086a33643cb05889f622c6c07,8eff69a77b88837e25c859ea2adb5d9d704aecdf,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
box_s_07_top.bmp,16aebec8f4cf0de532e1b324c942d7c9771b730d,4c45f796b06623c2e14510459542833de0d46c1d,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
bsn_a.bmp,4eb004de20ef0c6e085012ed40f90b3175201b41,cce6088e5855864046b52f89b9433683e56d3d56,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
c4_a_hontai_10.bmp,fc155dff3d4739b7bdbafcaf28b887b5dae1c209,4aa5260d3432ca276d68552d514f0a6b71d78eb9,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_arm.bmp,6b3f5fe73832f5fb38f3df315e4925c28cd5092d,99b1a18e336635cf8092017943d7893ebe0efe7f,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_arm_l_blood.bmp,e513db2bf775658e5978cdb147ae5d232dead8dd,752a80cf543a0feab63891428f774fae6621d961,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_arm_r_blood.bmp,87b4d079d961afb4a5dd6d70fdcbfb8424818c30,eb01a58f56895ce76da09f14195121381eca4c2a,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_arm_wrist.bmp,a8160cdba2184fde4046d6242c65f6b65435b513,b59e98968d27f85e5516428e64ec159956474c0e,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_body.bmp,0c054709e800ca7b002450bcf45f3d442b7d3836,a459bd3bad04a9716a505cc63a0101587e06e10e,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_body_blood.bmp,96052652274ac900d846d785b0c25c3ccfd71d5c,abd8dd9983dec756c6767dae16f8433ac3214a17,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_face.bmp,b16ab18fb996783f6c7061e90e677bc4d8574b8e,2bf0089aaff471a491ff06bc840adda1f55c4b5b,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_face_blood.bmp,47b2f13bb4a477ec1a76b59472629e18d0e8d734,c7c6f54e5b1ade3902b88dd2dc5d8cfd6d5f2f61,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_hair.bmp,96198d11e60092436465716738e0d399c23db589,59f8c64dd1350b1323b71330794b800825db7a76,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_hair_blood.bmp,e7622a8d893b664e0eecfd9eb43102e8ab192070,b3a2bad7bfc42606ca0f111e8fe14ff34975ef1e,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_handcuff.bmp,e07f80677cd5862146a59ffd781c226e43441b58,76ab05e0b69dfc3287822b39dce5f54b933c287e,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_insignia.bmp,923bc1728436a0f025ee7ac078717361a4ccabd8,2227c55295add9a1376750df663f38f604f3b461,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_insignia.bmp_430f42a59d786b5f3a33625879eca072,d4bb96235c561b27b99f06a06ccc871b209fcc19,f4ea9b9a56ed9ab7e06f4c9084af6958c334ce55,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_leg.bmp,3180934c1c1747a28ac0ef038785c5c1f4876f84,8810e42483c8d0279f78f04e95959ecab20ab763,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_leg_blood.bmp,59a699571586d223809ea6fa9f88b43d5f030412,1e3ba92ee2c6f9e54c9787e3d94873993f2f62cf,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_shoe.bmp,1eb8bef68adcbb5f5fd6f5fbe913a3eb0409acbe,6c04705c2380419c243248c65d15fedb0b9e7084,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cap_shoe.bmp_419c9cebb9385f6a2d7aefeb9bb59d8f,5128042ee3a0c2ef7b54f6c4266741b325973b44,33287e6e987648e8b5379e5e7b73dd76396ec1a2,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cbx_a.bmp,eafa52c29d708f8633fc197b56cc83240df2f9dd,3aa363bdc64a1363709c60492ce814886c75a631,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cbx_a.bmp_be89fab0e4f647837831c3734a72fc8f,ca43fba5cec70298219a7000d1485b3f670a6c2b,0b7add51748dd374c0ace7602cef412799156f7f,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cfr_trp_f2.bmp,44b7fd9d3466a3142a10af8846c8475645c70185,b32576d7971dd6d45a4e1b470c23aa28e558abab,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cfr_wire_alp.bmp,7c62203430a7868b5a6202f6bc84eec8057f11bf,012f8b969ddcc49fef1d584b0eb335925ce3dace,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
cgr_head_f.bmp,f132f89ec000ba57250186684eeafd7fb76504be,fd2199f8099fff75c2b920221bee4f1eb5278427,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cgr_head_s.bmp,e68f2341af0cf9941f58d852f868e23973ea3cbf,c4ba99aa1e7f6cfac4bb5b39ebd703028aab27c9,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cgr_head_t.bmp,6d6a61e8c574b10770f1100684aeba75fb6f00ba,4799590f9062fd475e06fccca9cd15061ff16bb5,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cgr_head_temp.bmp,5643fd61789aa859d2abe27e25535d4f8a6fabf6,2a5867bd398f00d9a292718365ce6a0074525465,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cgr_lever.bmp,46013f3e90eb28fdcc4eb7c1c247fc6652f54cf7,61c79f05b996a97b8977e7f3bdae1186c968ecc0,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
cgr_pin.bmp,bc7206a4193453542cf0296213887a2d0012249d,a54be4b9990304ea3bfacee66bbd941950d2d94a,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
chi01_alp.bmp,f214619464ce00dc1a4e63cbf9df7bb24aba1eea,4acd30ad4e1e1c5ee7308768e0adf26b93b198a7,true,ps2 textures\HAS ALPHA\bp_remade,false,false,0,none,false,1
chr1_01.bmp,cb9ac419b6a718365a2cfae0dc8645af522aa8b6,8ea9eb495e7ecc507f1320fdb1142072bb19c093,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
chr1_02.bmp,6805554829d67faca9b1b5efa457b2f344b57d8a,28debb0d8dbe1216f3875df1e31b8f213da24041,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
chr1_02a.bmp,63ba572ddcce2c06d661fdb250452c72b5004bb5,cc45560cb5a96c224b9373afbeae3940867eec34,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
chr1_03.bmp,934b4b07a4ace096fb5ebf2bc854016945c62084,067bb31a0285f129deb7d6170bcbf17a31c592cd,true,ps2 textures\opaque\bp_remade,true,false,0,none,false,1
